regime,repeat,coalition,coalition_key,coalition_size,loss,orders
nyc_taxi,1,duplicate_facts|value_noise,duplicate_facts|value_noise,2,0.11053962223375541,100000
nyc_taxi,1,orphan_foreign_keys|stale_timestamps,orphan_foreign_keys|stale_timestamps,2,0.07660746863805983,100000
nyc_taxi,1,dimension_drift|orphan_foreign_keys,dimension_drift|orphan_foreign_keys,2,0.1385001582165703,100000
nyc_taxi,1,duplicate_facts|orphan_foreign_keys,duplicate_facts|orphan_foreign_keys,2,0.0661596034394008,100000
nyc_taxi,1,dimension_drift|stale_timestamps,dimension_drift|stale_timestamps,2,0.18031484906521023,100000
nyc_taxi,1,duplicate_facts|stale_timestamps,duplicate_facts|stale_timestamps,2,0.07009579510435197,100000
nyc_taxi,1,dimension_drift|duplicate_facts,dimension_drift|duplicate_facts,2,0.17682817520416658,100000
nyc_taxi,1,missing_measures|orphan_foreign_keys|value_noise,missing_measures|orphan_foreign_keys|value_noise,3,0.0528947266622562,100000
nyc_taxi,1,missing_measures|stale_timestamps|value_noise,missing_measures|stale_timestamps|value_noise,3,0.08246106199286213,100000
nyc_taxi,1,dimension_drift|missing_measures|value_noise,dimension_drift|missing_measures|value_noise,3,0.16158580942780243,100000
nyc_taxi,1,duplicate_facts|missing_measures|value_noise,duplicate_facts|missing_measures|value_noise,3,0.054420785620410514,100000
nyc_taxi,1,missing_measures|orphan_foreign_keys|stale_timestamps,missing_measures|orphan_foreign_keys|stale_timestamps,3,0.1220340330490275,100000
nyc_taxi,1,dimension_drift|missing_measures|orphan_foreign_keys,dimension_drift|missing_measures|orphan_foreign_keys,3,0.18188347282067863,100000
nyc_taxi,1,duplicate_facts|missing_measures|orphan_foreign_keys,duplicate_facts|missing_measures|orphan_foreign_keys,3,0.04758911067123581,100000
nyc_taxi,1,dimension_drift|missing_measures|stale_timestamps,dimension_drift|missing_measures|stale_timestamps,3,0.2191660889426698,100000
nyc_taxi,1,duplicate_facts|missing_measures|stale_timestamps,duplicate_facts|missing_measures|stale_timestamps,3,0.07154202526987526,100000
nyc_taxi,1,dimension_drift|duplicate_facts|missing_measures,dimension_drift|duplicate_facts|missing_measures,3,0.15045581038404426,100000
nyc_taxi,1,orphan_foreign_keys|stale_timestamps|value_noise,orphan_foreign_keys|stale_timestamps|value_noise,3,0.06787938649453067,100000
nyc_taxi,1,dimension_drift|orphan_foreign_keys|value_noise,dimension_drift|orphan_foreign_keys|value_noise,3,0.1632051143360776,100000
nyc_taxi,1,duplicate_facts|orphan_foreign_keys|value_noise,duplicate_facts|orphan_foreign_keys|value_noise,3,0.10145695136335095,100000
nyc_taxi,1,dimension_drift|stale_timestamps|value_noise,dimension_drift|stale_timestamps|value_noise,3,0.18288802896477027,100000
nyc_taxi,1,duplicate_facts|stale_timestamps|value_noise,duplicate_facts|stale_timestamps|value_noise,3,0.11053962223375513,100000
nyc_taxi,1,dimension_drift|duplicate_facts|value_noise,dimension_drift|duplicate_facts|value_noise,3,0.21539182250084035,100000
nyc_taxi,1,dimension_drift|orphan_foreign_keys|stale_timestamps,dimension_drift|orphan_foreign_keys|stale_timestamps,3,0.18840713201714948,100000
nyc_taxi,1,duplicate_facts|orphan_foreign_keys|stale_timestamps,duplicate_facts|orphan_foreign_keys|stale_timestamps,3,0.07190364804944102,100000
nyc_taxi,1,dimension_drift|duplicate_facts|orphan_foreign_keys,dimension_drift|duplicate_facts|orphan_foreign_keys,3,0.18525965281738577,100000
nyc_taxi,1,dimension_drift|duplicate_facts|stale_timestamps,dimension_drift|duplicate_facts|stale_timestamps,3,0.1825722198142068,100000
nyc_taxi,1,missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,4,0.10054665735702369,100000
nyc_taxi,1,dimension_drift|missing_measures|orphan_foreign_keys|value_noise,dimension_drift|missing_measures|orphan_foreign_keys|value_noise,4,0.16170348390013756,100000
nyc_taxi,1,duplicate_facts|missing_measures|orphan_foreign_keys|value_noise,duplicate_facts|missing_measures|orphan_foreign_keys|value_noise,4,0.059400553221625206,100000
nyc_taxi,1,dimension_drift|missing_measures|stale_timestamps|value_noise,dimension_drift|missing_measures|stale_timestamps|value_noise,4,0.2092377401225699,100000
nyc_taxi,1,duplicate_facts|missing_measures|stale_timestamps|value_noise,duplicate_facts|missing_measures|stale_timestamps|value_noise,4,0.08090319767127253,100000
nyc_taxi,1,dimension_drift|duplicate_facts|missing_measures|value_noise,dimension_drift|duplicate_facts|missing_measures|value_noise,4,0.17439866972432394,100000
nyc_taxi,1,dimension_drift|missing_measures|orphan_foreign_keys|stale_timestamps,dimension_drift|missing_measures|orphan_foreign_keys|stale_timestamps,4,0.226953911577441,100000
nyc_taxi,1,duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps,duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps,4,0.0971286422614554,100000
nyc_taxi,1,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys,4,0.15905751331647439,100000
nyc_taxi,1,dimension_drift|duplicate_facts|missing_measures|stale_timestamps,dimension_drift|duplicate_facts|missing_measures|stale_timestamps,4,0.19999534197426383,100000
nyc_taxi,1,dimension_drift|orphan_foreign_keys|stale_timestamps|value_noise,dimension_drift|orphan_foreign_keys|stale_timestamps|value_noise,4,0.1839025329159747,100000
nyc_taxi,1,duplicate_facts|orphan_foreign_keys|stale_timestamps|value_noise,duplicate_facts|orphan_foreign_keys|stale_timestamps|value_noise,4,0.10145695136335067,100000
nyc_taxi,1,dimension_drift|duplicate_facts|orphan_foreign_keys|value_noise,dimension_drift|duplicate_facts|orphan_foreign_keys|value_noise,4,0.21218042282722877,100000
nyc_taxi,1,dimension_drift|duplicate_facts|stale_timestamps|value_noise,dimension_drift|duplicate_facts|stale_timestamps|value_noise,4,0.21539182250084007,100000
nyc_taxi,1,dimension_drift|duplicate_facts|orphan_foreign_keys|stale_timestamps,dimension_drift|duplicate_facts|orphan_foreign_keys|stale_timestamps,4,0.19100369742742598,100000
nyc_taxi,1,dimension_drift|missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,dimension_drift|missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,5,0.20935541459490503,100000
nyc_taxi,1,duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,5,0.0858829652724872,100000
nyc_taxi,1,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys|value_noise,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys|value_noise,5,0.1750506005099389,100000
nyc_taxi,1,dimension_drift|duplicate_facts|missing_measures|stale_timestamps|value_noise,dimension_drift|duplicate_facts|missing_measures|stale_timestamps|value_noise,5,0.20088108177518596,100000
nyc_taxi,1,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps,5,0.20859704490669398,100000
nyc_taxi,1,dimension_drift|duplicate_facts|orphan_foreign_keys|stale_timestamps|value_noise,dimension_drift|duplicate_facts|orphan_foreign_keys|stale_timestamps|value_noise,5,0.2121804228272285,100000
nyc_taxi,1,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,dimension_drift|duplicate_facts|missing_measures|orphan_foreign_keys|stale_timestamps|value_noise,6,0.20153301256080092,100000
nyc_taxi,2,EMPTY,EMPTY,0,0.0,100000
nyc_taxi,2,missing_measures,missing_measures,1,0.05186012470435498,100000
nyc_taxi,2,value_noise,value_noise,1,0.035078265220466205,100000
nyc_taxi,2,orphan_foreign_keys,orphan_foreign_keys,1,0.015745796036725507,100000
nyc_taxi,2,stale_timestamps,stale_timestamps,1,0.04971101268383167,100000
nyc_taxi,2,dimension_drift,dimension_drift,1,0.09952580603371158,100000
nyc_taxi,2,duplicate_facts,duplicate_facts,1,0.06461561076219971,100000
nyc_taxi,2,missing_measures|value_noise,missing_measures|value_noise,2,0.02880566543683985,100000
nyc_taxi,2,missing_measures|orphan_foreign_keys,missing_measures|orphan_foreign_keys,2,0.06634870250744097,100000
nyc_taxi,2,missing_measures|stale_timestamps,missing_measures|stale_timestamps,2,0.09659193561814622,100000
nyc_taxi,2,dimension_drift|missing_measures,dimension_drift|missing_measures,2,0.15122535652843994,100000
nyc_taxi,2,duplicate_facts|missing_measures,duplicate_facts|missing_measures,2,0.021812386341280403,100000
nyc_taxi,2,orphan_foreign_keys|value_noise,orphan_foreign_keys|value_noise,2,0.036038312911042356,100000
nyc_taxi,2,stale_timestamps|value_noise,stale_timestamps|value_noise,2,0.05681940453568329,100000
nyc_taxi,2,dimension_drift|value_noise,dimension_drift|value_noise,2,0.133608750672464,100000
nyc_taxi,2,duplicate_facts|value_noise,duplicate_facts|value_noise,2,0.10225457829248952,100000
nyc_taxi,2,orphan_foreign_keys|stale_timestamps,orphan_foreign_keys|stale_timestamps,2,0.06545680872055717,100000
nyc_taxi,2,dimension_drift|orphan_foreign_keys,dimension_drift|orphan_foreign_keys,2,0.10949360318075785,100000
nyc_taxi,2,duplicate_facts|orphan_foreign_keys,duplicate_facts|orphan_foreign_keys,2,0.05497179306402175,100000
nyc_taxi,2,dimension_drift|stale_timestamps,dimension_drift|stale_timestamps,2,0.14923681871754324,100000
nyc_taxi,2,duplicate_facts|stale_timestamps,duplicate_facts|stale_timestamps,2,0.06916303083976238,100000
nyc_taxi,2,dimension_drift|duplicate_facts,dimension_drift|duplicate_facts,2,0.16191161078730187,100000
nyc_taxi,2,missing_measures|orphan_foreign_keys|value_noise,missing_measures|orphan_foreign_keys|value_noise,3,0.04375871019660524,100000
nyc_taxi,2,missing_measures|stale_timestamps|value_noise,missing_measures|stale_timestamps|value_noise,3,0.07589946027839808,100000
nyc_taxi,2,dimension_drift|missing_measures|value_noise,dimension_drift|missing_measures|value_noise,3,0.1281841843985304,100000
nyc_taxi,2,duplicate_facts|missing_measures|value_noise,duplicate_facts|missing_measures|value_noise,3,0.046888613639960636,100000
nyc_taxi,2,missing_measures|orphan_foreign_keys|stale_timestamps,missing_measures|orphan_foreign_keys|stale_timestamps,3,0.11108051342123222,100000
nyc_taxi,2,dimension_drift|missing_measures|orphan_foreign_keys,dimension_drift|missing_measures|orphan_foreign_keys,3,0.15995900459561815,100000
nyc_taxi,2,duplicate_facts|missing_measures|orphan_foreign_keys,duplicate_facts|missing_measures|orphan_foreign_keys,3,0.035641313153569665,100000
nyc_taxi,2,dimension_drift|missing_measures|stale_timestamps,dimension_drift|missing_measures|stale_timestamps,3,0.19595716744223116,100000
nyc_taxi,2,duplicate_facts|missing_measures|stale_timestamps,duplicate_facts|missing_measures|stale_timestamps,3,0.07032958087496291,100000
nyc_taxi,2,dimension_drift|duplicate_facts|missing_measures,dimension_drift|duplicate_facts|missing_measures,3,0.12027962676759996,100000
nyc_taxi,2,orphan_foreign_keys|stale_timestamps|value_noise,orphan_foreign_keys|stale_timestamps|value_noise,3,0.057779452226259444,100000
nyc_taxi,2,dimension_drift|orphan_foreign_keys|value_noise,dimension_drift|orphan_foreign_keys|value_noise,3,0.12978505510446567,100000
nyc_taxi,2,duplicate_facts|orphan_foreign_keys|value_noise,duplicate_facts|orphan_foreign_keys|value_noise,3,0.08937541891386439,100000
nyc_taxi,2,dimension_drift|stale_timestamps|value_noise,dimension_drift|stale_timestamps|value_noise,3,0.15534988998768107,100000
nyc_taxi,2,duplicate_facts|stale_timestamps|value_noise,duplicate_facts|stale_timestamps|value_noise,3,0.10225457829248993,100000
nyc_taxi,2,dimension_drift|duplicate_facts|value_noise,dimension_drift|duplicate_facts|value_noise,3,0.19951405887587895,100000
nyc_taxi,2,dimension_drift|orphan_foreign_keys|stale_timestamps,dimension_drift|orphan_foreign_keys|stale_timestamps,3,0.15920461586458953,100000
