regime,channel,debt,ci_low,ci_high,probability_harmful,rank_1_probability
nyc_taxi,dimension_drift,0.09563929232131396,0.08449068094144757,0.1072551187862156,1.0,1.0
nyc_taxi,stale_timestamps,0.03323709303682778,0.03295226335140553,0.033531350133517095,1.0,0.0
nyc_taxi,duplicate_facts,0.025465793291697073,0.019958895701821758,0.031168987582754156,1.0,0.0
nyc_taxi,orphan_foreign_keys,0.016345123537607982,0.009463939652494105,0.025058400901055666,1.0,0.0
nyc_taxi,value_noise,0.01224442211940228,0.009961524091373016,0.015865740482246603,1.0,0.0
nyc_taxi,missing_measures,0.009106041207639535,0.008587708999162467,0.009624681123538405,1.0,0.0
