regime,permutations,trial,rmse,max_error,top1,unique_coalitions,coalition_fraction,hoeffding_radius
uniform,2,178,0.01940127633590691,0.03652744861531749,True,12,0.1875,2.3410764454288953
uniform,2,179,0.014191952254504973,0.02812706529806398,True,12,0.1875,2.3410764454288953
uniform,2,180,0.026154139454156716,0.04747561957939735,False,8,0.125,2.3410764454288953
uniform,2,181,0.018817263789608702,0.035394553141076465,True,9,0.140625,2.3410764454288953
uniform,2,182,0.0269720839012772,0.04749965517677799,False,12,0.1875,2.3410764454288953
uniform,2,183,0.00852214361193932,0.017582829467220035,True,12,0.1875,2.3410764454288953
uniform,2,184,0.02267362188762677,0.04321512958589737,False,12,0.1875,2.3410764454288953
uniform,2,185,0.008880747062690517,0.01657080659580541,False,12,0.1875,2.3410764454288953
uniform,2,186,0.009561956628905488,0.018610584433919317,False,11,0.171875,2.3410764454288953
uniform,2,187,0.0036894024933965064,0.006061701282771805,False,12,0.1875,2.3410764454288953
uniform,2,188,0.004886447436560879,0.00872760934266624,True,12,0.1875,2.3410764454288953
uniform,2,189,0.016462516618719548,0.027260760007650764,False,11,0.171875,2.3410764454288953
uniform,2,190,0.012955506866024803,0.023782995618592886,False,12,0.1875,2.3410764454288953
uniform,2,191,0.008812891273759725,0.013370432684532689,False,12,0.1875,2.3410764454288953
uniform,2,192,0.01493508527496877,0.028118938827210782,False,12,0.1875,2.3410764454288953
uniform,2,193,0.008351264723876208,0.015761379607544923,False,10,0.15625,2.3410764454288953
uniform,2,194,0.007365840930939916,0.013692735369276572,True,12,0.1875,2.3410764454288953
uniform,2,195,0.007537740422643997,0.014528574842211414,False,11,0.171875,2.3410764454288953
uniform,2,196,0.011822180263825192,0.02331705272099615,False,12,0.1875,2.3410764454288953
uniform,2,197,0.012901349556210044,0.022763807267683654,False,11,0.171875,2.3410764454288953
uniform,2,198,0.015236305778282964,0.029166500419623848,False,11,0.171875,2.3410764454288953
uniform,2,199,0.022386396316294403,0.04274737486591691,True,12,0.1875,2.3410764454288953
uniform,4,0,0.0031695500883897857,0.006801275929367847,True,19,0.296875,1.6553910298388703
uniform,4,1,0.0039927099118353135,0.007684265038510941,True,18,0.28125,1.6553910298388703
uniform,4,2,0.00511907684382676,0.00979381196566205,True,16,0.25,1.6553910298388703
uniform,4,3,0.005094006953666473,0.010318417718455191,True,20,0.3125,1.6553910298388703
uniform,4,4,0.006689148676101218,0.012333376553787335,True,21,0.328125,1.6553910298388703
uniform,4,5,0.0083809682173467,0.01795824697559173,False,16,0.25,1.6553910298388703
uniform,4,6,0.0033625193119599436,0.006438542112102236,False,20,0.3125,1.6553910298388703
uniform,4,7,0.022922302786272213,0.041903253822854133,True,17,0.265625,1.6553910298388703
uniform,4,8,0.004965037588142408,0.008902800084134105,False,21,0.328125,1.6553910298388703
uniform,4,9,0.011028737380901411,0.020002899220250822,False,19,0.296875,1.6553910298388703
uniform,4,10,0.013253873291177401,0.023734273051789212,False,20,0.3125,1.6553910298388703
uniform,4,11,0.017570508844070847,0.02922011646889602,True,19,0.296875,1.6553910298388703
uniform,4,12,0.005865582376945587,0.0097845890700561,True,21,0.328125,1.6553910298388703
uniform,4,13,0.008692308485933626,0.012927388370031599,False,18,0.28125,1.6553910298388703
uniform,4,14,0.008920236545192414,0.015204957877545836,False,21,0.328125,1.6553910298388703
uniform,4,15,0.012749796899844651,0.023070818222165758,False,20,0.3125,1.6553910298388703
uniform,4,16,0.006630712339258501,0.013924091138447843,False,20,0.3125,1.6553910298388703
uniform,4,17,0.01920926780013134,0.03727121428603736,False,19,0.296875,1.6553910298388703
uniform,4,18,0.003670367708435057,0.006748982486787783,True,21,0.328125,1.6553910298388703
uniform,4,19,0.007473102191874048,0.01600278202093517,True,20,0.3125,1.6553910298388703
uniform,4,20,0.007271429070504062,0.013163653449846453,True,21,0.328125,1.6553910298388703
uniform,4,21,0.010969913436485876,0.022424283813114516,False,19,0.296875,1.6553910298388703
uniform,4,22,0.01816202381147974,0.03284291128204407,True,16,0.25,1.6553910298388703
uniform,4,23,0.004140754133802687,0.007154434819325527,True,20,0.3125,1.6553910298388703
uniform,4,24,0.007257942010529172,0.013355624301608596,False,19,0.296875,1.6553910298388703
