setting,dataset,model,repeat,coalition,coalition_key,coalition_size,loss,train_rows
breast_cancer__forest,breast_cancer,forest,11,missing_cells,missing_cells,1,0.05263157894736842,398
breast_cancer__forest,breast_cancer,forest,11,feature_noise,feature_noise,1,0.05847953216374269,398
breast_cancer__forest,breast_cancer,forest,11,target_noise,target_noise,1,0.06432748538011696,398
breast_cancer__forest,breast_cancer,forest,11,duplicate_rows,duplicate_rows,1,0.04678362573099415,458
breast_cancer__forest,breast_cancer,forest,11,feature_noise|missing_cells,feature_noise|missing_cells,2,0.05263157894736842,398
breast_cancer__forest,breast_cancer,forest,11,missing_cells|target_noise,missing_cells|target_noise,2,0.06432748538011696,398
breast_cancer__forest,breast_cancer,forest,11,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.04678362573099415,458
breast_cancer__forest,breast_cancer,forest,11,feature_noise|target_noise,feature_noise|target_noise,2,0.07602339181286549,398
breast_cancer__forest,breast_cancer,forest,11,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.05847953216374269,458
breast_cancer__forest,breast_cancer,forest,11,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.07017543859649122,458
breast_cancer__forest,breast_cancer,forest,11,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.06432748538011696,398
breast_cancer__forest,breast_cancer,forest,11,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.05263157894736842,458
breast_cancer__forest,breast_cancer,forest,11,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.05847953216374269,458
breast_cancer__forest,breast_cancer,forest,11,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.08771929824561403,458
breast_cancer__forest,breast_cancer,forest,11,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.07602339181286549,458
wine__logistic,wine,logistic,0,EMPTY,EMPTY,0,0.018518518518518517,124
wine__logistic,wine,logistic,0,missing_cells,missing_cells,1,0.018518518518518517,124
wine__logistic,wine,logistic,0,feature_noise,feature_noise,1,0.05555555555555555,124
wine__logistic,wine,logistic,0,target_noise,target_noise,1,0.05555555555555555,124
wine__logistic,wine,logistic,0,duplicate_rows,duplicate_rows,1,0.037037037037037035,143
wine__logistic,wine,logistic,0,feature_noise|missing_cells,feature_noise|missing_cells,2,0.09259259259259259,124
wine__logistic,wine,logistic,0,missing_cells|target_noise,missing_cells|target_noise,2,0.09259259259259259,124
wine__logistic,wine,logistic,0,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.018518518518518517,143
wine__logistic,wine,logistic,0,feature_noise|target_noise,feature_noise|target_noise,2,0.14814814814814814,124
wine__logistic,wine,logistic,0,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.05555555555555555,143
wine__logistic,wine,logistic,0,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.037037037037037035,143
wine__logistic,wine,logistic,0,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.16666666666666666,124
wine__logistic,wine,logistic,0,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.07407407407407407,143
wine__logistic,wine,logistic,0,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.09259259259259259,143
wine__logistic,wine,logistic,0,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.14814814814814814,143
wine__logistic,wine,logistic,0,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.18518518518518517,143
wine__logistic,wine,logistic,1,EMPTY,EMPTY,0,0.018518518518518517,124
wine__logistic,wine,logistic,1,missing_cells,missing_cells,1,0.0,124
wine__logistic,wine,logistic,1,feature_noise,feature_noise,1,0.037037037037037035,124
wine__logistic,wine,logistic,1,target_noise,target_noise,1,0.037037037037037035,124
wine__logistic,wine,logistic,1,duplicate_rows,duplicate_rows,1,0.037037037037037035,143
wine__logistic,wine,logistic,1,feature_noise|missing_cells,feature_noise|missing_cells,2,0.018518518518518517,124
wine__logistic,wine,logistic,1,missing_cells|target_noise,missing_cells|target_noise,2,0.037037037037037035,124
wine__logistic,wine,logistic,1,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.0,143
wine__logistic,wine,logistic,1,feature_noise|target_noise,feature_noise|target_noise,2,0.037037037037037035,124
wine__logistic,wine,logistic,1,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.05555555555555555,143
wine__logistic,wine,logistic,1,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.037037037037037035,143
wine__logistic,wine,logistic,1,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.037037037037037035,124
wine__logistic,wine,logistic,1,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.037037037037037035,143
wine__logistic,wine,logistic,1,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.05555555555555555,143
wine__logistic,wine,logistic,1,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.018518518518518517,143
wine__logistic,wine,logistic,1,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.037037037037037035,143
wine__logistic,wine,logistic,2,EMPTY,EMPTY,0,0.0,124
wine__logistic,wine,logistic,2,missing_cells,missing_cells,1,0.018518518518518517,124
wine__logistic,wine,logistic,2,feature_noise,feature_noise,1,0.018518518518518517,124
wine__logistic,wine,logistic,2,target_noise,target_noise,1,0.05555555555555555,124
wine__logistic,wine,logistic,2,duplicate_rows,duplicate_rows,1,0.0,143
wine__logistic,wine,logistic,2,feature_noise|missing_cells,feature_noise|missing_cells,2,0.0,124
wine__logistic,wine,logistic,2,missing_cells|target_noise,missing_cells|target_noise,2,0.07407407407407407,124
wine__logistic,wine,logistic,2,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.018518518518518517,143
wine__logistic,wine,logistic,2,feature_noise|target_noise,feature_noise|target_noise,2,0.05555555555555555,124
wine__logistic,wine,logistic,2,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.0,143
wine__logistic,wine,logistic,2,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.1111111111111111,143
wine__logistic,wine,logistic,2,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.07407407407407407,124
wine__logistic,wine,logistic,2,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.0,143
wine__logistic,wine,logistic,2,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.14814814814814814,143
wine__logistic,wine,logistic,2,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.12962962962962962,143
wine__logistic,wine,logistic,2,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.09259259259259259,143
wine__logistic,wine,logistic,3,EMPTY,EMPTY,0,0.0,124
wine__logistic,wine,logistic,3,missing_cells,missing_cells,1,0.037037037037037035,124
wine__logistic,wine,logistic,3,feature_noise,feature_noise,1,0.0,124
wine__logistic,wine,logistic,3,target_noise,target_noise,1,0.07407407407407407,124
wine__logistic,wine,logistic,3,duplicate_rows,duplicate_rows,1,0.0,143
wine__logistic,wine,logistic,3,feature_noise|missing_cells,feature_noise|missing_cells,2,0.0,124
wine__logistic,wine,logistic,3,missing_cells|target_noise,missing_cells|target_noise,2,0.037037037037037035,124
wine__logistic,wine,logistic,3,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.037037037037037035,143
wine__logistic,wine,logistic,3,feature_noise|target_noise,feature_noise|target_noise,2,0.037037037037037035,124
wine__logistic,wine,logistic,3,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.0,143
wine__logistic,wine,logistic,3,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.05555555555555555,143
wine__logistic,wine,logistic,3,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.05555555555555555,124
wine__logistic,wine,logistic,3,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.0,143
wine__logistic,wine,logistic,3,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.037037037037037035,143
wine__logistic,wine,logistic,3,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.037037037037037035,143
wine__logistic,wine,logistic,3,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.05555555555555555,143
wine__logistic,wine,logistic,4,EMPTY,EMPTY,0,0.018518518518518517,124
wine__logistic,wine,logistic,4,missing_cells,missing_cells,1,0.018518518518518517,124
wine__logistic,wine,logistic,4,feature_noise,feature_noise,1,0.09259259259259259,124
wine__logistic,wine,logistic,4,target_noise,target_noise,1,0.07407407407407407,124
wine__logistic,wine,logistic,4,duplicate_rows,duplicate_rows,1,0.018518518518518517,143
wine__logistic,wine,logistic,4,feature_noise|missing_cells,feature_noise|missing_cells,2,0.09259259259259259,124
wine__logistic,wine,logistic,4,missing_cells|target_noise,missing_cells|target_noise,2,0.05555555555555555,124
wine__logistic,wine,logistic,4,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.018518518518518517,143
wine__logistic,wine,logistic,4,feature_noise|target_noise,feature_noise|target_noise,2,0.12962962962962962,124
wine__logistic,wine,logistic,4,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.09259259259259259,143
wine__logistic,wine,logistic,4,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.05555555555555555,143
wine__logistic,wine,logistic,4,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.09259259259259259,124
wine__logistic,wine,logistic,4,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.09259259259259259,143
wine__logistic,wine,logistic,4,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.05555555555555555,143
wine__logistic,wine,logistic,4,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.09259259259259259,143
wine__logistic,wine,logistic,4,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.07407407407407407,143
wine__logistic,wine,logistic,5,EMPTY,EMPTY,0,0.037037037037037035,124
wine__logistic,wine,logistic,5,missing_cells,missing_cells,1,0.018518518518518517,124
wine__logistic,wine,logistic,5,feature_noise,feature_noise,1,0.018518518518518517,124
wine__logistic,wine,logistic,5,target_noise,target_noise,1,0.12962962962962962,124
wine__logistic,wine,logistic,5,duplicate_rows,duplicate_rows,1,0.018518518518518517,143
wine__logistic,wine,logistic,5,feature_noise|missing_cells,feature_noise|missing_cells,2,0.037037037037037035,124
wine__logistic,wine,logistic,5,missing_cells|target_noise,missing_cells|target_noise,2,0.1111111111111111,124
wine__logistic,wine,logistic,5,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.018518518518518517,143
wine__logistic,wine,logistic,5,feature_noise|target_noise,feature_noise|target_noise,2,0.12962962962962962,124
wine__logistic,wine,logistic,5,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.037037037037037035,143
wine__logistic,wine,logistic,5,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.12962962962962962,143
wine__logistic,wine,logistic,5,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.1111111111111111,124
wine__logistic,wine,logistic,5,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.037037037037037035,143
wine__logistic,wine,logistic,5,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.1111111111111111,143
wine__logistic,wine,logistic,5,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.14814814814814814,143
wine__logistic,wine,logistic,5,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.07407407407407407,143
wine__logistic,wine,logistic,6,EMPTY,EMPTY,0,0.018518518518518517,124
wine__logistic,wine,logistic,6,missing_cells,missing_cells,1,0.037037037037037035,124
wine__logistic,wine,logistic,6,feature_noise,feature_noise,1,0.09259259259259259,124
wine__logistic,wine,logistic,6,target_noise,target_noise,1,0.037037037037037035,124
wine__logistic,wine,logistic,6,duplicate_rows,duplicate_rows,1,0.018518518518518517,143
wine__logistic,wine,logistic,6,feature_noise|missing_cells,feature_noise|missing_cells,2,0.07407407407407407,124
wine__logistic,wine,logistic,6,missing_cells|target_noise,missing_cells|target_noise,2,0.09259259259259259,124
wine__logistic,wine,logistic,6,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.037037037037037035,143
wine__logistic,wine,logistic,6,feature_noise|target_noise,feature_noise|target_noise,2,0.09259259259259259,124
wine__logistic,wine,logistic,6,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.09259259259259259,143
wine__logistic,wine,logistic,6,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.037037037037037035,143
wine__logistic,wine,logistic,6,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.09259259259259259,124
wine__logistic,wine,logistic,6,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.05555555555555555,143
wine__logistic,wine,logistic,6,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.07407407407407407,143
wine__logistic,wine,logistic,6,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.07407407407407407,143
wine__logistic,wine,logistic,6,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.07407407407407407,143
wine__logistic,wine,logistic,7,EMPTY,EMPTY,0,0.018518518518518517,124
wine__logistic,wine,logistic,7,missing_cells,missing_cells,1,0.05555555555555555,124
wine__logistic,wine,logistic,7,feature_noise,feature_noise,1,0.037037037037037035,124
wine__logistic,wine,logistic,7,target_noise,target_noise,1,0.037037037037037035,124
wine__logistic,wine,logistic,7,duplicate_rows,duplicate_rows,1,0.037037037037037035,143
wine__logistic,wine,logistic,7,feature_noise|missing_cells,feature_noise|missing_cells,2,0.018518518518518517,124
wine__logistic,wine,logistic,7,missing_cells|target_noise,missing_cells|target_noise,2,0.037037037037037035,124
wine__logistic,wine,logistic,7,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.05555555555555555,143
wine__logistic,wine,logistic,7,feature_noise|target_noise,feature_noise|target_noise,2,0.018518518518518517,124
wine__logistic,wine,logistic,7,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.037037037037037035,143
wine__logistic,wine,logistic,7,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.07407407407407407,143
wine__logistic,wine,logistic,7,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.037037037037037035,124
wine__logistic,wine,logistic,7,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.018518518518518517,143
wine__logistic,wine,logistic,7,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.05555555555555555,143
wine__logistic,wine,logistic,7,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.018518518518518517,143
wine__logistic,wine,logistic,7,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.037037037037037035,143
wine__logistic,wine,logistic,8,EMPTY,EMPTY,0,0.037037037037037035,124
wine__logistic,wine,logistic,8,missing_cells,missing_cells,1,0.05555555555555555,124
wine__logistic,wine,logistic,8,feature_noise,feature_noise,1,0.09259259259259259,124
wine__logistic,wine,logistic,8,target_noise,target_noise,1,0.1111111111111111,124
wine__logistic,wine,logistic,8,duplicate_rows,duplicate_rows,1,0.037037037037037035,143
wine__logistic,wine,logistic,8,feature_noise|missing_cells,feature_noise|missing_cells,2,0.07407407407407407,124
wine__logistic,wine,logistic,8,missing_cells|target_noise,missing_cells|target_noise,2,0.18518518518518517,124
wine__logistic,wine,logistic,8,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.05555555555555555,143
wine__logistic,wine,logistic,8,feature_noise|target_noise,feature_noise|target_noise,2,0.12962962962962962,124
wine__logistic,wine,logistic,8,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.07407407407407407,143
wine__logistic,wine,logistic,8,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.14814814814814814,143
wine__logistic,wine,logistic,8,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.12962962962962962,124
wine__logistic,wine,logistic,8,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.07407407407407407,143
wine__logistic,wine,logistic,8,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.14814814814814814,143
wine__logistic,wine,logistic,8,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.12962962962962962,143
wine__logistic,wine,logistic,8,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.14814814814814814,143
wine__logistic,wine,logistic,9,EMPTY,EMPTY,0,0.037037037037037035,124
wine__logistic,wine,logistic,9,missing_cells,missing_cells,1,0.037037037037037035,124
wine__logistic,wine,logistic,9,feature_noise,feature_noise,1,0.05555555555555555,124
wine__logistic,wine,logistic,9,target_noise,target_noise,1,0.1111111111111111,124
wine__logistic,wine,logistic,9,duplicate_rows,duplicate_rows,1,0.037037037037037035,143
wine__logistic,wine,logistic,9,feature_noise|missing_cells,feature_noise|missing_cells,2,0.07407407407407407,124
wine__logistic,wine,logistic,9,missing_cells|target_noise,missing_cells|target_noise,2,0.09259259259259259,124
wine__logistic,wine,logistic,9,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.037037037037037035,143
wine__logistic,wine,logistic,9,feature_noise|target_noise,feature_noise|target_noise,2,0.1111111111111111,124
wine__logistic,wine,logistic,9,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.07407407407407407,143
wine__logistic,wine,logistic,9,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.12962962962962962,143
wine__logistic,wine,logistic,9,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.09259259259259259,124
wine__logistic,wine,logistic,9,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.09259259259259259,143
wine__logistic,wine,logistic,9,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.09259259259259259,143
wine__logistic,wine,logistic,9,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.1111111111111111,143
wine__logistic,wine,logistic,9,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.07407407407407407,143
wine__logistic,wine,logistic,10,EMPTY,EMPTY,0,0.018518518518518517,124
wine__logistic,wine,logistic,10,missing_cells,missing_cells,1,0.018518518518518517,124
wine__logistic,wine,logistic,10,feature_noise,feature_noise,1,0.018518518518518517,124
wine__logistic,wine,logistic,10,target_noise,target_noise,1,0.018518518518518517,124
wine__logistic,wine,logistic,10,duplicate_rows,duplicate_rows,1,0.018518518518518517,143
wine__logistic,wine,logistic,10,feature_noise|missing_cells,feature_noise|missing_cells,2,0.018518518518518517,124
wine__logistic,wine,logistic,10,missing_cells|target_noise,missing_cells|target_noise,2,0.018518518518518517,124
wine__logistic,wine,logistic,10,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.018518518518518517,143
wine__logistic,wine,logistic,10,feature_noise|target_noise,feature_noise|target_noise,2,0.037037037037037035,124
wine__logistic,wine,logistic,10,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.018518518518518517,143
wine__logistic,wine,logistic,10,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.018518518518518517,143
wine__logistic,wine,logistic,10,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.037037037037037035,124
wine__logistic,wine,logistic,10,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.018518518518518517,143
wine__logistic,wine,logistic,10,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.018518518518518517,143
wine__logistic,wine,logistic,10,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.0,143
wine__logistic,wine,logistic,10,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.037037037037037035,143
wine__logistic,wine,logistic,11,EMPTY,EMPTY,0,0.018518518518518517,124
wine__logistic,wine,logistic,11,missing_cells,missing_cells,1,0.037037037037037035,124
wine__logistic,wine,logistic,11,feature_noise,feature_noise,1,0.1111111111111111,124
wine__logistic,wine,logistic,11,target_noise,target_noise,1,0.12962962962962962,124
wine__logistic,wine,logistic,11,duplicate_rows,duplicate_rows,1,0.018518518518518517,143
wine__logistic,wine,logistic,11,feature_noise|missing_cells,feature_noise|missing_cells,2,0.1111111111111111,124
wine__logistic,wine,logistic,11,missing_cells|target_noise,missing_cells|target_noise,2,0.14814814814814814,124
wine__logistic,wine,logistic,11,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.037037037037037035,143
wine__logistic,wine,logistic,11,feature_noise|target_noise,feature_noise|target_noise,2,0.12962962962962962,124
wine__logistic,wine,logistic,11,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.1111111111111111,143
wine__logistic,wine,logistic,11,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.14814814814814814,143
wine__logistic,wine,logistic,11,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.09259259259259259,124
wine__logistic,wine,logistic,11,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.1111111111111111,143
wine__logistic,wine,logistic,11,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.12962962962962962,143
wine__logistic,wine,logistic,11,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.12962962962962962,143
wine__logistic,wine,logistic,11,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.12962962962962962,143
wine__forest,wine,forest,0,EMPTY,EMPTY,0,0.037037037037037035,124
wine__forest,wine,forest,0,missing_cells,missing_cells,1,0.037037037037037035,124
wine__forest,wine,forest,0,feature_noise,feature_noise,1,0.037037037037037035,124
wine__forest,wine,forest,0,target_noise,target_noise,1,0.018518518518518517,124
wine__forest,wine,forest,0,duplicate_rows,duplicate_rows,1,0.037037037037037035,143
wine__forest,wine,forest,0,feature_noise|missing_cells,feature_noise|missing_cells,2,0.037037037037037035,124
wine__forest,wine,forest,0,missing_cells|target_noise,missing_cells|target_noise,2,0.037037037037037035,124
wine__forest,wine,forest,0,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.037037037037037035,143
wine__forest,wine,forest,0,feature_noise|target_noise,feature_noise|target_noise,2,0.05555555555555555,124
wine__forest,wine,forest,0,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.05555555555555555,143
wine__forest,wine,forest,0,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.037037037037037035,143
wine__forest,wine,forest,0,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.05555555555555555,124
wine__forest,wine,forest,0,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.05555555555555555,143
wine__forest,wine,forest,0,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.018518518518518517,143
wine__forest,wine,forest,0,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.05555555555555555,143
wine__forest,wine,forest,0,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.05555555555555555,143
wine__forest,wine,forest,1,EMPTY,EMPTY,0,0.018518518518518517,124
wine__forest,wine,forest,1,missing_cells,missing_cells,1,0.018518518518518517,124
wine__forest,wine,forest,1,feature_noise,feature_noise,1,0.037037037037037035,124
wine__forest,wine,forest,1,target_noise,target_noise,1,0.037037037037037035,124
wine__forest,wine,forest,1,duplicate_rows,duplicate_rows,1,0.018518518518518517,143
wine__forest,wine,forest,1,feature_noise|missing_cells,feature_noise|missing_cells,2,0.018518518518518517,124
wine__forest,wine,forest,1,missing_cells|target_noise,missing_cells|target_noise,2,0.037037037037037035,124
wine__forest,wine,forest,1,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.018518518518518517,143
wine__forest,wine,forest,1,feature_noise|target_noise,feature_noise|target_noise,2,0.037037037037037035,124
wine__forest,wine,forest,1,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.018518518518518517,143
wine__forest,wine,forest,1,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.037037037037037035,143
wine__forest,wine,forest,1,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.037037037037037035,124
wine__forest,wine,forest,1,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.018518518518518517,143
wine__forest,wine,forest,1,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.037037037037037035,143
wine__forest,wine,forest,1,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.0,143
wine__forest,wine,forest,1,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.0,143
wine__forest,wine,forest,2,EMPTY,EMPTY,0,0.018518518518518517,124
wine__forest,wine,forest,2,missing_cells,missing_cells,1,0.018518518518518517,124
wine__forest,wine,forest,2,feature_noise,feature_noise,1,0.018518518518518517,124
wine__forest,wine,forest,2,target_noise,target_noise,1,0.037037037037037035,124
wine__forest,wine,forest,2,duplicate_rows,duplicate_rows,1,0.0,143
wine__forest,wine,forest,2,feature_noise|missing_cells,feature_noise|missing_cells,2,0.05555555555555555,124
wine__forest,wine,forest,2,missing_cells|target_noise,missing_cells|target_noise,2,0.05555555555555555,124
wine__forest,wine,forest,2,duplicate_rows|missing_cells,duplicate_rows|missing_cells,2,0.0,143
wine__forest,wine,forest,2,feature_noise|target_noise,feature_noise|target_noise,2,0.018518518518518517,124
wine__forest,wine,forest,2,duplicate_rows|feature_noise,duplicate_rows|feature_noise,2,0.0,143
wine__forest,wine,forest,2,duplicate_rows|target_noise,duplicate_rows|target_noise,2,0.037037037037037035,143
wine__forest,wine,forest,2,feature_noise|missing_cells|target_noise,feature_noise|missing_cells|target_noise,3,0.037037037037037035,124
wine__forest,wine,forest,2,duplicate_rows|feature_noise|missing_cells,duplicate_rows|feature_noise|missing_cells,3,0.05555555555555555,143
wine__forest,wine,forest,2,duplicate_rows|missing_cells|target_noise,duplicate_rows|missing_cells|target_noise,3,0.07407407407407407,143
wine__forest,wine,forest,2,duplicate_rows|feature_noise|target_noise,duplicate_rows|feature_noise|target_noise,3,0.018518518518518517,143
wine__forest,wine,forest,2,duplicate_rows|feature_noise|missing_cells|target_noise,duplicate_rows|feature_noise|missing_cells|target_noise,4,0.037037037037037035,143
wine__forest,wine,forest,3,EMPTY,EMPTY,0,0.0,124
wine__forest,wine,forest,3,missing_cells,missing_cells,1,0.037037037037037035,124
